size,quality,proximity,function,investment_cost,annual_operational_cost,p_kipp,median_kipp_time,rent_threshold,rent_at_kipp,n_runs
10000,0.6,4.0,recreation,,,0.0,,5104.11,,10
10000,0.6,4.0,sports,,,0.1,25.0,4602.11,5115.16,10
10000,0.8,0.5,greenway,,,0.4,30.5,4944.87,5160.45,10
10000,0.8,0.5,recreation,,,0.2,36.0,4451.13,5312.89,10
10000,0.8,0.5,sports,,,0.0,,4664.0,,10
10000,0.8,2.0,greenway,,,0.4,27.0,4442.49,4746.54,10
10000,0.8,2.0,recreation,,,0.3,31.0,4639.17,4817.34,10
10000,0.8,2.0,sports,,,0.1,22.0,4900.5,4598.01,10
10000,0.8,4.0,greenway,,,0.2,32.0,4523.11,5093.32,10
10000,0.8,4.0,recreation,,,0.1,37.0,5534.3,5665.3,10
10000,0.8,4.0,sports,,,0.3,27.0,4556.2,4923.92,10
50000,0.2,0.5,greenway,,,0.1,35.0,5253.91,5013.37,10
50000,0.2,0.5,recreation,,,0.1,39.0,5693.76,5869.02,10
50000,0.2,0.5,sports,,,0.2,36.0,5023.94,4909.46,10
50000,0.2,2.0,greenway,,,0.0,,4991.0,,10
50000,0.2,2.0,recreation,,,0.1,31.0,5026.92,4518.84,10
50000,0.2,2.0,sports,,,0.1,39.0,5003.46,5130.83,10
50000,0.2,4.0,greenway,,,0.1,29.0,4876.01,4788.9,10
50000,0.2,4.0,recreation,,,0.1,30.0,4752.94,4771.14,10
50000,0.2,4.0,sports,,,0.3,28.0,4676.27,4518.19,10
50000,0.4,0.5,greenway,,,0.3,33.0,5920.28,5078.81,10
50000,0.4,0.5,recreation,,,0.2,29.5,5483.62,5215.73,10
50000,0.4,0.5,sports,,,0.4,33.5,4646.93,4816.26,10
50000,0.4,2.0,greenway,,,0.2,29.5,5090.38,5051.1,10
50000,0.4,2.0,recreation,,,0.2,31.0,4953.36,4855.41,10
50000,0.4,2.0,sports,,,0.2,32.0,5333.9,5467.51,10
50000,0.4,4.0,greenway,,,0.1,28.0,4331.38,4480.8,10
50000,0.4,4.0,recreation,,,0.2,29.5,4579.57,5038.93,10
50000,0.4,4.0,sports,,,0.1,30.0,4174.2,4375.74,10
50000,0.6,0.5,greenway,,,0.3,29.0,4678.68,5051.58,10
50000,0.6,0.5,recreation,,,0.3,27.0,4580.79,4609.96,10
50000,0.6,0.5,sports,,,0.1,37.0,5018.6,4806.55,10
50000,0.6,2.0,greenway,,,0.2,25.5,4595.68,4767.76,10
50000,0.6,2.0,recreation,,,0.1,29.0,4871.55,4394.35,10
50000,0.6,2.0,sports,,,0.3,28.0,4900.85,4933.49,10
50000,0.6,4.0,greenway,,,0.4,24.5,4725.3,4736.13,10
50000,0.6,4.0,recreation,,,0.1,29.0,4326.01,5440.11,10
50000,0.6,4.0,sports,,,0.1,35.0,4656.13,5382.58,10
50000,0.8,0.5,greenway,,,0.2,34.0,5341.18,5408.03,10
50000,0.8,0.5,recreation,,,0.2,30.5,5008.05,5022.46,10
50000,0.8,0.5,sports,,,0.1,32.0,5700.36,4728.27,10
50000,0.8,2.0,greenway,,,0.1,26.0,4282.72,4304.45,10
50000,0.8,2.0,recreation,,,0.2,24.0,4623.08,4494.2,10
50000,0.8,2.0,sports,,,0.3,27.0,4749.03,4792.02,10
50000,0.8,4.0,greenway,,,0.2,22.5,4694.8,4831.57,10
50000,0.8,4.0,recreation,,,0.2,22.5,4501.76,4697.93,10
50000,0.8,4.0,sports,,,0.2,30.5,4802.58,5276.91,10
100000,0.2,0.5,greenway,,,0.1,38.0,5041.37,5009.19,10
100000,0.2,0.5,recreation,,,0.0,,4905.17,,10
100000,0.2,0.5,sports,,,0.1,34.0,4941.3,4895.37,10
100000,0.2,2.0,greenway,,,0.2,29.0,5206.16,5040.13,10
100000,0.2,2.0,recreation,,,0.3,34.0,5064.75,5134.67,10
100000,0.2,2.0,sports,,,0.1,35.0,4493.6,5480.47,10
100000,0.2,4.0,greenway,,,0.2,28.5,5009.45,5187.93,10
100000,0.2,4.0,recreation,,,0.3,26.0,4890.1,4692.08,10
100000,0.2,4.0,sports,,,0.2,28.5,5150.66,4745.18,10
100000,0.4,0.5,greenway,,,0.2,31.5,5659.68,4727.96,10
100000,0.4,0.5,recreation,,,0.3,31.0,4710.75,5168.08,10
100000,0.4,0.5,sports,,,0.3,32.0,5240.47,5240.67,10
100000,0.4,2.0,greenway,,,0.1,34.0,4642.91,5541.57,10
100000,0.4,2.0,recreation,,,0.4,29.5,5616.63,4679.28,10
100000,0.4,2.0,sports,,,0.0,,4372.17,,10
100000,0.4,4.0,greenway,,,0.2,28.5,5625.67,5325.63,10
100000,0.4,4.0,recreation,,,0.2,24.0,5668.6,4698.17,10
100000,0.4,4.0,sports,,,0.1,29.0,4557.76,4825.19,10
100000,0.6,0.5,greenway,,,0.3,28.0,4804.05,5140.37,10
100000,0.6,0.5,recreation,,,0.1,30.0,4511.22,5089.59,10
100000,0.6,0.5,sports,,,0.1,24.0,5097.44,4412.09,10
100000,0.6,2.0,greenway,,,0.1,27.0,4576.85,5059.24,10
100000,0.6,2.0,recreation,,,0.1,35.0,5142.55,5595.28,10
100000,0.6,2.0,sports,,,0.3,33.0,4629.86,5024.48,10
100000,0.6,4.0,greenway,,,0.1,23.0,5212.29,4973.77,10
100000,0.6,4.0,recreation,,,0.1,30.0,4693.72,4862.6,10
100000,0.6,4.0,sports,,,0.2,29.0,5045.08,5143.86,10
100000,0.8,0.5,greenway,,,0.0,,4621.02,,10
100000,0.8,0.5,recreation,,,0.2,36.0,4334.65,5382.05,10
100000,0.8,0.5,sports,,,0.3,36.0,5205.89,5405.72,10
100000,0.8,2.0,greenway,,,0.1,24.0,5039.12,4821.93,10
100000,0.8,2.0,recreation,,,0.1,29.0,5439.38,5088.43,10
100000,0.8,2.0,sports,,,0.4,34.5,5285.51,5370.76,10
100000,0.8,4.0,greenway,,,0.3,31.0,4507.38,5368.43,10
100000,0.8,4.0,recreation,,,0.2,29.5,4939.0,5260.77,10
100000,0.8,4.0,sports,,,0.1,34.0,5392.15,5994.47,10
