size,quality,proximity,function,investment_cost,annual_operational_cost,p_kipp,median_kipp_time,rent_threshold,rent_at_kipp,n_runs
1000,0.8,0.5,sports,,,0.2,34.0,5317.37,5365.96,20
1000,0.8,2.0,greenway,,,0.2,28.5,4712.35,5163.52,20
1000,0.8,2.0,recreation,,,0.05,25.0,4732.17,5127.95,20
1000,0.8,2.0,sports,,,0.2,36.0,4264.02,5303.4,20
1000,0.8,4.0,greenway,,,0.25,28.0,5026.55,4910.65,20
1000,0.8,4.0,recreation,,,0.2,24.5,5070.92,4723.82,20
1000,0.8,4.0,sports,,,0.25,29.0,4390.49,5029.43,20
10000,0.2,0.5,greenway,,,0.05,39.0,5003.46,5090.95,20
10000,0.2,0.5,recreation,,,0.15,36.0,5693.76,5068.0,20
10000,0.2,0.5,sports,,,0.1,37.0,5084.02,4759.47,20
10000,0.2,2.0,greenway,,,0.35,31.0,4646.93,4982.18,20
10000,0.2,2.0,recreation,,,0.2,31.0,5246.03,4655.7,20
10000,0.2,2.0,sports,,,0.15,31.0,5308.24,4861.04,20
10000,0.2,4.0,greenway,,,0.1,29.5,4174.2,4437.2,20
10000,0.2,4.0,recreation,,,0.2,30.0,4391.21,5052.97,20
10000,0.2,4.0,sports,,,0.2,31.5,4895.52,5050.59,20
10000,0.4,0.5,greenway,,,0.25,29.0,5104.8,4929.03,20
10000,0.4,0.5,recreation,,,0.2,30.0,4804.6,4678.37,20
10000,0.4,0.5,sports,,,0.2,34.5,4391.15,4989.21,20
10000,0.4,2.0,greenway,,,0.15,32.0,4944.16,5403.0,20
10000,0.4,2.0,recreation,,,0.1,35.0,4326.01,5420.3,20
10000,0.4,2.0,sports,,,0.3,31.0,4620.98,4952.41,20
10000,0.4,4.0,greenway,,,0.2,28.0,5352.6,4945.73,20
10000,0.4,4.0,recreation,,,0.25,26.0,4575.48,4520.45,20
10000,0.4,4.0,sports,,,0.15,29.0,5265.88,4663.48,20
10000,0.6,0.5,greenway,,,0.15,33.0,5797.17,5040.57,20
10000,0.6,0.5,recreation,,,0.05,30.0,4804.0,4894.29,20
10000,0.6,0.5,sports,,,0.2,37.5,5052.2,5073.73,20
10000,0.6,2.0,greenway,,,0.25,27.0,4971.44,5211.33,20
10000,0.6,2.0,recreation,,,0.25,26.0,5291.84,4691.19,20
10000,0.6,2.0,sports,,,0.25,31.0,4842.43,5163.69,20
10000,0.6,4.0,greenway,,,0.15,26.0,4815.16,5029.25,20
10000,0.6,4.0,recreation,,,0.2,27.0,4372.17,4703.83,20
10000,0.6,4.0,sports,,,0.15,29.0,4642.91,5245.97,20
10000,0.8,0.5,greenway,,,0.2,31.0,4433.9,5039.5,20
10000,0.8,0.5,recreation,,,0.1,25.5,5337.11,4751.52,20
10000,0.8,0.5,sports,,,0.2,30.5,4804.05,5189.4,20
10000,0.8,2.0,greenway,,,0.15,31.0,5305.6,5430.82,20
10000,0.8,2.0,recreation,,,0.15,29.0,4693.72,5137.58,20
10000,0.8,2.0,sports,,,0.15,31.0,5212.29,4931.04,20
10000,0.8,4.0,greenway,,,0.2,31.5,5392.15,5422.85,20
10000,0.8,4.0,recreation,,,0.25,30.0,5059.74,5337.18,20
10000,0.8,4.0,sports,,,0.15,28.0,4784.72,4964.35,20
50000,0.2,0.5,greenway,,,0.2,36.0,5947.83,5138.22,20
50000,0.2,0.5,recreation,,,0.15,33.0,4568.91,4536.69,20
50000,0.2,0.5,sports,,,0.15,33.0,4698.59,4910.56,20
50000,0.2,2.0,greenway,,,0.05,34.0,5030.41,5083.8,20
50000,0.2,2.0,recreation,,,0.05,28.0,5018.63,4619.24,20
50000,0.2,2.0,sports,,,0.15,37.0,4933.55,4907.06,20
50000,0.2,4.0,greenway,,,0.1,30.0,5802.41,4737.68,20
50000,0.2,4.0,recreation,,,0.15,26.0,4411.43,5059.32,20
50000,0.2,4.0,sports,,,0.15,29.0,4924.99,5142.38,20
50000,0.4,0.5,greenway,,,0.2,32.0,5408.22,4736.5,20
50000,0.4,0.5,recreation,,,0.1,28.0,4636.41,4813.52,20
50000,0.4,0.5,sports,,,0.2,34.5,4624.64,5042.46,20
50000,0.4,2.0,greenway,,,0.15,29.0,4834.02,5019.27,20
50000,0.4,2.0,recreation,,,0.4,32.5,4807.34,5182.59,20
50000,0.4,2.0,sports,,,0.05,30.0,4573.69,4639.83,20
50000,0.4,4.0,greenway,,,0.2,25.5,5174.95,4956.92,20
50000,0.4,4.0,recreation,,,0.1,28.0,5081.36,5048.12,20
50000,0.4,4.0,sports,,,0.05,32.0,5428.4,4815.65,20
50000,0.6,0.5,greenway,,,0.2,29.5,4356.49,5154.14,20
50000,0.6,0.5,recreation,,,0.05,34.0,4883.63,4445.15,20
50000,0.6,0.5,sports,,,0.05,36.0,5216.45,5042.1,20
50000,0.6,2.0,greenway,,,0.25,26.0,4843.83,4890.76,20
50000,0.6,2.0,recreation,,,0.25,26.0,5168.06,4699.97,20
50000,0.6,2.0,sports,,,0.2,32.0,4427.69,4949.73,20
50000,0.6,4.0,greenway,,,0.1,26.0,4594.1,4792.38,20
50000,0.6,4.0,recreation,,,0.1,29.5,5467.41,5563.83,20
50000,0.6,4.0,sports,,,0.1,26.0,5253.01,4779.8,20
50000,0.8,0.5,greenway,,,0.2,34.0,4664.49,5205.39,20
50000,0.8,0.5,recreation,,,0.15,32.0,5187.03,4967.03,20
50000,0.8,0.5,sports,,,0.25,34.0,5925.37,5434.61,20
50000,0.8,2.0,greenway,,,0.25,28.0,4251.57,5236.13,20
50000,0.8,2.0,recreation,,,0.05,31.0,4639.88,5155.4,20
50000,0.8,2.0,sports,,,0.15,30.0,4482.28,4905.43,20
50000,0.8,4.0,greenway,,,0.1,26.5,5007.1,5037.62,20
50000,0.8,4.0,recreation,,,0.15,27.0,4558.23,4931.7,20
50000,0.8,4.0,sports,,,0.1,27.0,4982.04,4996.79,20
100000,0.2,0.5,greenway,,,0.25,35.0,4678.66,4743.45,20
100000,0.2,0.5,recreation,,,0.05,32.0,4615.49,5260.58,20
100000,0.2,0.5,sports,,,0.2,36.0,4808.3,4971.39,20
100000,0.2,2.0,greenway,,,0.1,31.5,5159.15,4797.85,20
100000,0.2,2.0,recreation,,,0.15,32.0,4354.69,4557.01,20
100000,0.2,2.0,sports,,,0.15,32.0,4794.33,4839.0,20
100000,0.2,4.0,greenway,,,0.1,28.5,4734.29,5034.62,20
100000,0.2,4.0,recreation,,,0.1,29.0,4825.28,5138.99,20
100000,0.2,4.0,sports,,,0.25,31.0,4794.85,4831.54,20
100000,0.4,0.5,greenway,,,0.2,32.0,5374.74,4890.11,20
100000,0.4,0.5,recreation,,,0.15,32.0,4707.55,4755.03,20
100000,0.4,0.5,sports,,,0.15,31.0,4345.93,4427.7,20
100000,0.4,2.0,greenway,,,0.25,28.0,4409.94,4736.56,20
100000,0.4,2.0,recreation,,,0.2,31.5,4822.57,4985.99,20
100000,0.4,2.0,sports,,,0.1,29.0,4428.34,4920.18,20
100000,0.4,4.0,greenway,,,0.1,26.5,5062.17,4711.02,20
100000,0.4,4.0,recreation,,,0.1,30.5,5200.08,5132.35,20
100000,0.4,4.0,sports,,,0.1,30.0,5238.93,5570.38,20
100000,0.6,0.5,greenway,,,0.05,33.0,4770.88,5009.17,20
100000,0.6,0.5,recreation,,,0.15,33.0,4613.93,4878.82,20
100000,0.6,0.5,sports,,,0.1,37.5,5074.01,5607.97,20
100000,0.6,2.0,greenway,,,0.1,30.0,4932.7,5077.64,20
100000,0.6,2.0,recreation,,,0.25,27.0,5933.77,5398.93,20
100000,0.6,2.0,sports,,,0.05,28.0,5148.68,5121.31,20
100000,0.6,4.0,greenway,,,0.15,26.0,4199.23,4549.35,20
100000,0.6,4.0,recreation,,,0.1,31.5,5909.92,5792.91,20
100000,0.6,4.0,sports,,,0.1,28.5,4588.05,4692.14,20
100000,0.8,0.5,greenway,,,0.15,30.0,5461.36,5214.43,20
100000,0.8,0.5,recreation,,,0.15,27.0,4655.23,4823.39,20
100000,0.8,0.5,sports,,,0.1,32.5,5277.78,5135.72,20
100000,0.8,2.0,greenway,,,0.0,,5728.49,,20
100000,0.8,2.0,recreation,,,0.1,26.5,5002.07,4887.5,20
100000,0.8,2.0,sports,,,0.1,32.5,4838.18,5509.7,20
100000,0.8,4.0,greenway,,,0.15,27.0,5219.0,5286.29,20
100000,0.8,4.0,recreation,,,0.1,28.0,5522.1,4973.91,20
100000,0.8,4.0,sports,,,0.05,25.0,4468.88,4955.26,20
