size,quality,proximity,function,investment_cost,annual_operational_cost,p_kipp,median_kipp_time,rent_threshold,rent_at_kipp,n_runs
10000,0.2,2.0,recreation,,,0.19,31.0,4978.02,4866.05,75
10000,0.2,2.0,sports,,,0.16,35.0,4583.91,4890.95,75
10000,0.2,4.0,greenway,,,0.13,29.5,5615.08,4951.35,75
10000,0.2,4.0,recreation,,,0.16,29.5,4859.8,4863.96,75
10000,0.2,4.0,sports,,,0.12,32.0,5092.2,4864.48,75
10000,0.4,0.5,greenway,,,0.12,33.0,4574.16,5033.32,75
10000,0.4,0.5,recreation,,,0.23,33.0,5035.6,4805.18,75
10000,0.4,0.5,sports,,,0.24,37.0,4812.02,5139.35,75
10000,0.4,2.0,greenway,,,0.15,32.0,5568.33,4987.16,75
10000,0.4,2.0,recreation,,,0.08,33.5,4802.17,5263.44,75
10000,0.4,2.0,sports,,,0.23,33.0,4911.34,4751.53,75
10000,0.4,4.0,greenway,,,0.17,27.0,5178.2,4892.36,75
10000,0.4,4.0,recreation,,,0.15,30.0,4280.6,4948.14,75
10000,0.4,4.0,sports,,,0.15,31.0,4902.84,4992.06,75
10000,0.6,0.5,greenway,,,0.19,32.0,4767.41,5125.58,75
10000,0.6,0.5,recreation,,,0.12,30.0,5185.25,4713.58,75
10000,0.6,0.5,sports,,,0.2,35.0,4966.74,4892.13,75
10000,0.6,2.0,greenway,,,0.07,29.0,4833.01,5032.03,75
10000,0.6,2.0,recreation,,,0.16,27.0,4683.37,4811.39,75
10000,0.6,2.0,sports,,,0.17,32.0,4871.61,5128.94,75
10000,0.6,4.0,greenway,,,0.29,25.5,5074.76,4923.56,75
10000,0.6,4.0,recreation,,,0.21,27.5,5003.04,4947.31,75
10000,0.6,4.0,sports,,,0.12,30.0,4892.25,5168.24,75
10000,0.8,0.5,greenway,,,0.21,29.0,4836.01,4953.36,75
10000,0.8,0.5,recreation,,,0.19,31.0,4942.07,4987.46,75
10000,0.8,0.5,sports,,,0.2,32.0,5398.25,4871.75,75
10000,0.8,2.0,greenway,,,0.15,27.0,4679.5,4751.64,75
10000,0.8,2.0,recreation,,,0.16,31.5,5285.2,5068.94,75
10000,0.8,2.0,sports,,,0.17,31.0,5073.69,4819.33,75
10000,0.8,4.0,greenway,,,0.17,25.0,4524.22,4931.74,75
10000,0.8,4.0,recreation,,,0.19,26.0,5485.05,5062.05,75
10000,0.8,4.0,sports,,,0.13,28.0,5514.57,4756.84,75
50000,0.2,0.5,greenway,,,0.21,33.0,5041.38,4890.31,75
50000,0.2,0.5,recreation,,,0.12,32.0,4474.0,4748.8,75
50000,0.2,0.5,sports,,,0.15,37.0,4664.99,4904.34,75
50000,0.2,2.0,greenway,,,0.11,30.5,4657.71,5088.39,75
50000,0.2,2.0,recreation,,,0.21,32.5,4691.12,4905.17,75
50000,0.2,2.0,sports,,,0.17,34.0,5759.4,4911.38,75
50000,0.2,4.0,greenway,,,0.15,31.0,4541.03,5078.92,75
50000,0.2,4.0,recreation,,,0.16,30.0,4916.22,5107.04,75
50000,0.2,4.0,sports,,,0.19,30.5,4943.91,4961.26,75
50000,0.4,0.5,greenway,,,0.13,34.0,4937.16,4967.9,75
50000,0.4,0.5,recreation,,,0.13,33.0,4726.53,4925.18,75
50000,0.4,0.5,sports,,,0.25,34.0,4725.79,5157.81,75
50000,0.4,2.0,greenway,,,0.13,30.0,4928.11,4952.35,75
50000,0.4,2.0,recreation,,,0.28,29.0,4891.44,4967.58,75
50000,0.4,2.0,sports,,,0.2,31.0,4686.06,4813.2,75
50000,0.4,4.0,greenway,,,0.09,26.0,4651.66,5094.85,75
50000,0.4,4.0,recreation,,,0.16,28.0,4584.79,5012.25,75
50000,0.4,4.0,sports,,,0.19,31.0,5222.13,4925.85,75
50000,0.6,0.5,greenway,,,0.19,30.0,5098.4,5086.57,75
50000,0.6,0.5,recreation,,,0.17,30.0,5312.29,4838.44,75
50000,0.6,0.5,sports,,,0.25,33.0,5451.41,5089.95,75
50000,0.6,2.0,greenway,,,0.2,30.0,5476.47,4972.48,75
50000,0.6,2.0,recreation,,,0.24,28.5,5087.51,4841.03,75
50000,0.6,2.0,sports,,,0.13,32.0,4459.21,5074.6,75
50000,0.6,4.0,greenway,,,0.08,27.5,4513.37,5024.0,75
50000,0.6,4.0,recreation,,,0.11,26.0,4930.01,4944.04,75
50000,0.6,4.0,sports,,,0.2,29.0,4934.24,4819.11,75
50000,0.8,0.5,greenway,,,0.17,30.0,4815.09,4832.77,75
50000,0.8,0.5,recreation,,,0.16,29.5,4996.67,5122.26,75
50000,0.8,0.5,sports,,,0.23,32.0,4945.01,4895.16,75
50000,0.8,2.0,greenway,,,0.23,28.0,4640.89,5094.51,75
50000,0.8,2.0,recreation,,,0.19,27.0,4304.29,4894.76,75
50000,0.8,2.0,sports,,,0.16,30.0,5043.16,4967.1,75
50000,0.8,4.0,greenway,,,0.17,27.0,5198.38,5017.56,75
50000,0.8,4.0,recreation,,,0.23,27.0,5506.5,5006.33,75
50000,0.8,4.0,sports,,,0.19,28.0,4735.06,5141.52,75
100000,0.2,0.5,greenway,,,0.2,33.0,4370.13,5139.63,75
100000,0.2,0.5,recreation,,,0.16,32.5,5594.81,4978.05,75
100000,0.2,0.5,sports,,,0.17,37.0,4375.8,4907.51,75
100000,0.2,2.0,greenway,,,0.2,32.0,5615.88,5074.05,75
100000,0.2,2.0,recreation,,,0.12,33.0,4991.74,5024.39,75
100000,0.2,2.0,sports,,,0.23,31.0,4629.12,4793.43,75
100000,0.2,4.0,greenway,,,0.21,29.5,4485.96,5075.39,75
100000,0.2,4.0,recreation,,,0.17,29.0,4998.66,4868.89,75
100000,0.2,4.0,sports,,,0.13,33.5,5171.87,4958.17,75
100000,0.4,0.5,greenway,,,0.17,31.0,4465.21,4861.78,75
100000,0.4,0.5,recreation,,,0.17,32.0,4978.01,4959.22,75
100000,0.4,0.5,sports,,,0.16,32.5,4989.01,4822.11,75
100000,0.4,2.0,greenway,,,0.12,29.0,4674.58,4801.58,75
100000,0.4,2.0,recreation,,,0.15,30.0,5100.93,4786.38,75
100000,0.4,2.0,sports,,,0.17,31.0,4806.79,4888.08,75
100000,0.4,4.0,greenway,,,0.15,29.0,4776.68,4909.9,75
100000,0.4,4.0,recreation,,,0.21,29.0,5110.43,5026.03,75
100000,0.4,4.0,sports,,,0.15,31.0,4977.35,4929.25,75
100000,0.6,0.5,greenway,,,0.13,30.0,4930.53,4950.36,75
100000,0.6,0.5,recreation,,,0.16,32.0,4685.19,5143.68,75
100000,0.6,0.5,sports,,,0.17,34.0,5027.03,4996.35,75
100000,0.6,2.0,greenway,,,0.15,25.0,5064.61,4833.63,75
100000,0.6,2.0,recreation,,,0.13,31.5,5158.99,5158.81,75
100000,0.6,2.0,sports,,,0.17,31.0,4625.35,5009.07,75
100000,0.6,4.0,greenway,,,0.11,29.0,4378.67,5272.71,75
100000,0.6,4.0,recreation,,,0.17,26.0,4720.87,4742.04,75
100000,0.6,4.0,sports,,,0.15,30.0,4706.08,4995.99,75
100000,0.8,0.5,greenway,,,0.23,29.0,4653.34,4882.27,75
100000,0.8,0.5,recreation,,,0.16,29.5,4920.5,4958.93,75
100000,0.8,0.5,sports,,,0.19,32.5,4692.78,4901.17,75
100000,0.8,2.0,greenway,,,0.21,28.0,4527.35,5003.75,75
100000,0.8,2.0,recreation,,,0.16,28.5,4650.92,4824.17,75
100000,0.8,2.0,sports,,,0.12,29.0,5388.25,5018.62,75
100000,0.8,4.0,greenway,,,0.17,24.0,5199.59,4694.0,75
100000,0.8,4.0,recreation,,,0.19,26.0,4934.02,5106.52,75
100000,0.8,4.0,sports,,,0.2,27.0,5055.47,5101.23,75
