sample_idx,park_size,park_quality,park_proximity,park_function,p_kipp,median_kipp_time
210,16936.965064145625,0.3392794335260988,2.0,recreation,0.2,29.0
211,16936.965064145625,0.5492662563920021,2.0,recreation,0.0,50.0
212,29124.902736395597,0.3392794335260988,2.0,recreation,0.0,50.0
213,29124.902736395597,0.3392794335260988,2.0,recreation,0.0,50.0
214,16936.965064145625,0.5492662563920021,2.0,recreation,0.2,23.0
215,29124.902736395597,0.5492662563920021,2.0,recreation,0.4,20.5
216,98882.38876499236,0.22645526062697174,2.0,recreation,0.0,50.0
217,98882.38876499236,0.6946995234116913,2.0,recreation,0.2,12.0
218,41196.87164016068,0.22645526062697174,2.0,recreation,0.0,50.0
219,41196.87164016068,0.22645526062697174,2.0,recreation,0.2,24.0
220,98882.38876499236,0.6946995234116913,2.0,recreation,0.2,13.0
221,41196.87164016068,0.6946995234116913,2.0,recreation,0.0,50.0
222,1809.2907555401325,0.7501795997843148,2.0,recreation,0.0,50.0
223,1809.2907555401325,0.3140599794685841,2.0,recreation,0.4,30.0
224,91017.00047776103,0.7501795997843148,2.0,recreation,0.2,15.0
225,91017.00047776103,0.7501795997843148,2.0,recreation,0.2,14.0
226,1809.2907555401325,0.3140599794685841,2.0,recreation,0.0,50.0
227,91017.00047776103,0.3140599794685841,2.0,recreation,0.8,18.0
228,60112.32013814151,0.6125270076096059,2.0,recreation,0.4,18.0
229,60112.32013814151,0.640658195130527,2.0,recreation,0.2,16.0
230,18719.560236670077,0.6125270076096059,2.0,recreation,0.4,23.5
231,18719.560236670077,0.6125270076096059,2.0,recreation,0.4,25.0
232,60112.32013814151,0.640658195130527,2.0,recreation,0.0,50.0
233,18719.560236670077,0.640658195130527,2.0,recreation,0.0,50.0
234,41147.345907986164,0.39208811968564994,2.0,recreation,0.2,18.0
235,41147.345907986164,0.424374195933342,2.0,recreation,0.2,19.0
236,63994.50163077563,0.39208811968564994,2.0,recreation,0.2,24.0
237,63994.50163077563,0.39208811968564994,2.0,recreation,0.2,18.0
238,41147.345907986164,0.424374195933342,2.0,recreation,0.0,50.0
239,63994.50163077563,0.424374195933342,2.0,recreation,0.0,50.0
240,80474.14848953485,0.3830431364476681,2.0,recreation,0.0,50.0
241,80474.14848953485,0.5857764385640623,2.0,recreation,0.0,50.0
242,99593.7326233834,0.3830431364476681,2.0,recreation,0.2,14.0
243,99593.7326233834,0.3830431364476681,2.0,recreation,0.2,16.0
244,80474.14848953485,0.5857764385640623,2.0,recreation,0.4,14.0
245,99593.7326233834,0.5857764385640623,2.0,recreation,0.2,16.0
246,20544.15468685329,0.612343466281891,2.0,recreation,0.2,21.0
247,20544.15468685329,0.3667091747745872,2.0,recreation,0.4,27.0
248,45001.182712614536,0.612343466281891,2.0,recreation,0.2,15.0
249,45001.182712614536,0.612343466281891,2.0,recreation,0.0,50.0
