parameter,S1,S1_conf,ST,ST_conf
park_size,-0.04786252018593594,0.2524102335158235,1.0064485052168552,0.16558284169613538
park_quality,0.04050020294432256,0.2499011011778738,0.9055612916607275,0.20077363777275406
