sample_idx,park_size,park_quality,park_proximity,park_function,p_kipp,median_kipp_time
439,10000.0,0.21866595633327962,2.0,recreation,0.2,35.0
440,10000.0,0.5905040979385376,2.0,recreation,0.4,32.0
441,10000.0,0.5905040979385376,2.0,recreation,0.0,50.0
442,10000.0,0.21866595633327962,2.0,recreation,0.2,30.0
443,10000.0,0.21866595633327962,2.0,recreation,0.2,33.0
444,10000.0,0.790934476070106,2.0,sports,0.2,25.0
445,10000.0,0.5266517871990801,2.0,sports,0.4,27.0
446,10000.0,0.790934476070106,2.0,greenway,0.0,50.0
447,10000.0,0.790934476070106,2.0,greenway,0.4,25.0
448,10000.0,0.5266517871990801,2.0,sports,0.4,29.0
449,10000.0,0.5266517871990801,2.0,greenway,0.2,35.0
450,10000.0,0.26992896255105736,2.0,sports,0.0,50.0
451,10000.0,0.4458654593676329,2.0,sports,0.2,31.0
452,10000.0,0.26992896255105736,2.0,sports,0.2,31.0
453,10000.0,0.26992896255105736,2.0,sports,0.0,50.0
454,10000.0,0.4458654593676329,2.0,sports,0.2,33.0
455,10000.0,0.4458654593676329,2.0,sports,0.2,27.0
456,10000.0,0.30768897701054815,2.0,sports,0.4,29.0
457,10000.0,0.31001211423426867,2.0,sports,0.2,29.0
458,10000.0,0.30768897701054815,2.0,recreation,0.0,50.0
459,10000.0,0.30768897701054815,2.0,recreation,0.0,50.0
460,10000.0,0.31001211423426867,2.0,sports,0.2,27.0
461,10000.0,0.31001211423426867,2.0,recreation,0.6,24.0
462,10000.0,0.678173784352839,2.0,sports,0.0,50.0
463,10000.0,0.6811303917318583,2.0,sports,0.0,50.0
464,10000.0,0.678173784352839,2.0,greenway,0.4,30.5
465,10000.0,0.678173784352839,2.0,greenway,0.0,50.0
466,10000.0,0.6811303917318583,2.0,sports,0.0,50.0
467,10000.0,0.6811303917318583,2.0,greenway,0.0,50.0
468,10000.0,0.5532647918909789,2.0,greenway,0.0,50.0
469,10000.0,0.3544082948938012,2.0,greenway,0.4,25.5
470,10000.0,0.5532647918909789,2.0,recreation,0.0,50.0
471,10000.0,0.5532647918909789,2.0,recreation,0.0,50.0
472,10000.0,0.3544082948938012,2.0,greenway,0.0,50.0
473,10000.0,0.3544082948938012,2.0,recreation,0.2,28.0
474,10000.0,0.47962242104113106,2.0,recreation,0.0,50.0
475,10000.0,0.5805070992559196,2.0,recreation,0.2,29.0
476,10000.0,0.47962242104113106,2.0,sports,0.4,29.5
477,10000.0,0.47962242104113106,2.0,sports,0.2,31.0
478,10000.0,0.5805070992559196,2.0,recreation,0.2,29.0
479,10000.0,0.5805070992559196,2.0,sports,0.2,26.0
480,10000.0,0.49319379907101396,2.0,greenway,0.2,30.0
481,10000.0,0.22165986485779288,2.0,greenway,0.6,29.0
482,10000.0,0.49319379907101396,2.0,sports,0.0,50.0
483,10000.0,0.49319379907101396,2.0,sports,0.0,50.0
484,10000.0,0.22165986485779288,2.0,greenway,0.0,50.0
485,10000.0,0.22165986485779288,2.0,sports,0.0,50.0
486,10000.0,0.5678154980763794,2.0,recreation,0.0,50.0
487,10000.0,0.7496626185253263,2.0,recreation,0.0,50.0
488,10000.0,0.5678154980763794,2.0,greenway,0.2,29.0
489,10000.0,0.5678154980763794,2.0,greenway,0.6,24.0
490,10000.0,0.7496626185253263,2.0,recreation,0.0,50.0
491,10000.0,0.7496626185253263,2.0,greenway,0.4,30.0
492,10000.0,0.6648313038051129,2.0,sports,0.0,50.0
493,10000.0,0.4394660752266646,2.0,sports,0.0,50.0
494,10000.0,0.6648313038051129,2.0,recreation,0.0,50.0
495,10000.0,0.6648313038051129,2.0,recreation,0.2,32.0
496,10000.0,0.4394660752266646,2.0,sports,0.4,30.5
497,10000.0,0.4394660752266646,2.0,recreation,0.4,27.0
498,10000.0,0.2929094046354294,2.0,sports,0.2,26.0
499,10000.0,0.5130743646994234,2.0,sports,0.2,35.0
500,10000.0,0.2929094046354294,2.0,greenway,0.0,50.0
501,10000.0,0.2929094046354294,2.0,greenway,0.0,50.0
502,10000.0,0.5130743646994234,2.0,sports,0.2,32.0
503,10000.0,0.5130743646994234,2.0,greenway,0.0,50.0
504,10000.0,0.2550846617668867,2.0,sports,0.2,27.0
505,10000.0,0.6582329008728267,2.0,sports,0.4,29.0
506,10000.0,0.2550846617668867,2.0,sports,0.6,32.0
507,10000.0,0.2550846617668867,2.0,sports,0.0,50.0
508,10000.0,0.6582329008728267,2.0,sports,0.2,24.0
509,10000.0,0.6582329008728267,2.0,sports,0.0,50.0
510,10000.0,0.7776554409414531,2.0,sports,0.2,26.0
511,10000.0,0.2755426617339254,2.0,sports,0.0,50.0
512,10000.0,0.7776554409414531,2.0,recreation,0.2,27.0
513,10000.0,0.7776554409414531,2.0,recreation,0.0,50.0
514,10000.0,0.2755426617339254,2.0,sports,0.0,50.0
515,10000.0,0.2755426617339254,2.0,recreation,0.4,31.0
516,10000.0,0.6049913631752134,2.0,greenway,0.2,30.0
517,10000.0,0.6044663157314063,2.0,greenway,0.2,27.0
518,10000.0,0.6049913631752134,2.0,greenway,0.0,50.0
519,10000.0,0.6049913631752134,2.0,greenway,0.0,50.0
520,10000.0,0.6044663157314063,2.0,greenway,0.2,25.0
521,10000.0,0.6044663157314063,2.0,greenway,0.4,27.0
522,10000.0,0.3810185441747308,2.0,recreation,0.2,27.0
523,10000.0,0.3855455139651895,2.0,recreation,0.2,28.0
524,10000.0,0.3810185441747308,2.0,sports,0.2,31.0
525,10000.0,0.3810185441747308,2.0,sports,0.2,28.0
526,10000.0,0.3855455139651895,2.0,recreation,0.4,25.0
527,10000.0,0.3855455139651895,2.0,sports,0.2,33.0
528,10000.0,0.39409270603209734,2.0,greenway,0.0,50.0
529,10000.0,0.6219500588253142,2.0,greenway,0.2,24.0
530,10000.0,0.39409270603209734,2.0,recreation,0.2,27.0
531,10000.0,0.39409270603209734,2.0,recreation,0.0,50.0
532,10000.0,0.6219500588253142,2.0,greenway,0.2,23.0
533,10000.0,0.6219500588253142,2.0,recreation,0.0,50.0
534,10000.0,0.6198957258835436,2.0,recreation,0.0,50.0
535,10000.0,0.40551957078278067,2.0,recreation,0.0,50.0
536,10000.0,0.6198957258835436,2.0,sports,0.2,30.0
537,10000.0,0.6198957258835436,2.0,sports,0.2,25.0
538,10000.0,0.40551957078278067,2.0,recreation,0.2,29.0
539,10000.0,0.40551957078278067,2.0,sports,0.0,50.0
540,10000.0,0.7475169982761145,2.0,greenway,0.4,26.5
541,10000.0,0.7135188484564425,2.0,greenway,0.2,25.0
542,10000.0,0.7475169982761145,2.0,recreation,0.2,24.0
543,10000.0,0.7475169982761145,2.0,recreation,0.0,50.0
544,10000.0,0.7135188484564425,2.0,greenway,0.0,50.0
545,10000.0,0.7135188484564425,2.0,recreation,0.0,50.0
546,10000.0,0.21974459774792196,2.0,recreation,0.2,32.0
547,10000.0,0.3327328246086836,2.0,recreation,0.0,50.0
548,10000.0,0.21974459774792196,2.0,greenway,0.2,32.0
549,10000.0,0.21974459774792196,2.0,greenway,0.4,29.5
550,10000.0,0.3327328246086836,2.0,recreation,0.6,28.0
551,10000.0,0.3327328246086836,2.0,greenway,0.2,27.0
552,10000.0,0.33191130533814434,2.0,greenway,0.2,30.0
553,10000.0,0.4969847651198507,2.0,greenway,0.2,30.0
554,10000.0,0.33191130533814434,2.0,greenway,0.2,29.0
555,10000.0,0.33191130533814434,2.0,greenway,0.0,50.0
556,10000.0,0.4969847651198507,2.0,greenway,0.0,50.0
557,10000.0,0.4969847651198507,2.0,greenway,0.0,50.0
558,10000.0,0.7103508964180947,2.0,recreation,0.4,26.0
559,10000.0,0.5681027386337519,2.0,recreation,0.0,50.0
560,10000.0,0.7103508964180947,2.0,sports,0.4,24.5
561,10000.0,0.7103508964180947,2.0,sports,0.0,50.0
562,10000.0,0.5681027386337519,2.0,recreation,0.2,33.0
563,10000.0,0.5681027386337519,2.0,sports,0.0,50.0
564,10000.0,0.5070618255063892,2.0,sports,0.0,50.0
565,10000.0,0.24137635026127102,2.0,sports,0.0,50.0
566,10000.0,0.5070618255063892,2.0,sports,0.0,50.0
567,10000.0,0.5070618255063892,2.0,sports,0.6,27.0
568,10000.0,0.24137635026127102,2.0,sports,0.2,30.0
569,10000.0,0.24137635026127102,2.0,sports,0.2,36.0
570,10000.0,0.43192599620670086,2.0,sports,0.2,28.0
571,10000.0,0.7674748864024878,2.0,sports,0.2,29.0
572,10000.0,0.43192599620670086,2.0,recreation,0.4,27.5
573,10000.0,0.43192599620670086,2.0,recreation,0.4,29.5
574,10000.0,0.7674748864024878,2.0,sports,0.2,25.0
575,10000.0,0.7674748864024878,2.0,recreation,0.4,26.5
576,10000.0,0.4417394015938044,2.0,greenway,0.4,30.0
577,10000.0,0.5343399532139301,2.0,greenway,0.2,28.0
578,10000.0,0.4417394015938044,2.0,sports,0.2,33.0
579,10000.0,0.4417394015938044,2.0,sports,0.2,34.0
580,10000.0,0.5343399532139301,2.0,greenway,0.4,25.0
581,10000.0,0.5343399532139301,2.0,sports,0.0,50.0
582,10000.0,0.5160007547587158,2.0,recreation,0.2,22.0
583,10000.0,0.4557509815320373,2.0,recreation,0.4,23.0
584,10000.0,0.5160007547587158,2.0,greenway,0.4,23.0
585,10000.0,0.5160007547587158,2.0,greenway,0.0,50.0
586,10000.0,0.4557509815320373,2.0,recreation,0.4,27.5
587,10000.0,0.4557509815320373,2.0,greenway,0.0,50.0
588,10000.0,0.7166417399421334,2.0,sports,0.2,25.0
589,10000.0,0.7290200144052505,2.0,sports,0.0,50.0
590,10000.0,0.7166417399421334,2.0,recreation,0.2,25.0
591,10000.0,0.7166417399421334,2.0,recreation,0.2,29.0
592,10000.0,0.7290200144052505,2.0,sports,0.0,50.0
593,10000.0,0.7290200144052505,2.0,recreation,0.4,24.0
594,10000.0,0.34436807800084357,2.0,sports,0.2,33.0
595,10000.0,0.2048254979774356,2.0,sports,0.4,29.5
596,10000.0,0.34436807800084357,2.0,sports,0.0,50.0
597,10000.0,0.34436807800084357,2.0,sports,0.4,31.5
598,10000.0,0.2048254979774356,2.0,sports,0.0,50.0
599,10000.0,0.2048254979774356,2.0,sports,0.8,31.5
600,10000.0,0.23219228442758322,2.0,greenway,0.4,29.0
601,10000.0,0.3595971427857876,2.0,greenway,0.4,29.5
602,10000.0,0.23219228442758322,2.0,greenway,0.2,30.0
603,10000.0,0.23219228442758322,2.0,greenway,0.2,25.0
604,10000.0,0.3595971427857876,2.0,greenway,0.2,30.0
605,10000.0,0.3595971427857876,2.0,greenway,0.4,25.0
606,10000.0,0.7538170663639905,2.0,recreation,0.2,33.0
607,10000.0,0.5928736289963127,2.0,recreation,0.4,25.0
608,10000.0,0.7538170663639905,2.0,recreation,0.2,31.0
609,10000.0,0.7538170663639905,2.0,recreation,0.0,50.0
610,10000.0,0.5928736289963127,2.0,recreation,0.4,26.0
611,10000.0,0.5928736289963127,2.0,recreation,0.0,50.0
612,10000.0,0.6288254261016846,2.0,greenway,0.2,26.0
613,10000.0,0.30086832791566853,2.0,greenway,0.0,50.0
614,10000.0,0.6288254261016846,2.0,greenway,0.2,25.0
615,10000.0,0.6288254261016846,2.0,greenway,0.0,50.0
616,10000.0,0.30086832791566853,2.0,greenway,0.2,31.0
617,10000.0,0.30086832791566853,2.0,greenway,0.0,50.0
618,10000.0,0.4039151929318905,2.0,recreation,0.2,34.0
619,10000.0,0.6703753320500255,2.0,recreation,0.2,29.0
620,10000.0,0.4039151929318905,2.0,sports,0.0,50.0
621,10000.0,0.4039151929318905,2.0,sports,0.2,26.0
622,10000.0,0.6703753320500255,2.0,recreation,0.4,24.5
623,10000.0,0.6703753320500255,2.0,sports,0.4,28.5
624,10000.0,0.3709191605448723,2.0,sports,0.0,50.0
625,10000.0,0.3208788549527526,2.0,sports,0.2,28.0
626,10000.0,0.3709191605448723,2.0,recreation,0.0,50.0
627,10000.0,0.3709191605448723,2.0,recreation,0.0,50.0
628,10000.0,0.3208788549527526,2.0,sports,0.2,31.0
629,10000.0,0.3208788549527526,2.0,recreation,0.0,50.0
630,10000.0,0.5963429518043996,2.0,sports,0.2,29.0
631,10000.0,0.6878955610096456,2.0,sports,0.4,26.0
632,10000.0,0.5963429518043996,2.0,sports,0.2,27.0
633,10000.0,0.5963429518043996,2.0,sports,0.0,50.0
634,10000.0,0.6878955610096456,2.0,sports,0.0,50.0
635,10000.0,0.6878955610096456,2.0,sports,0.2,29.0
636,10000.0,0.7710648884996774,2.0,greenway,0.2,25.0
637,10000.0,0.4168237937614322,2.0,greenway,0.0,50.0
638,10000.0,0.7710648884996774,2.0,sports,0.2,27.0
639,10000.0,0.7710648884996774,2.0,sports,0.0,50.0
640,10000.0,0.4168237937614322,2.0,greenway,0.0,50.0
641,10000.0,0.4168237937614322,2.0,sports,0.0,50.0
642,10000.0,0.2429229868575931,2.0,recreation,0.2,30.0
643,10000.0,0.6481960445642472,2.0,recreation,0.2,32.0
644,10000.0,0.2429229868575931,2.0,greenway,0.0,50.0
645,10000.0,0.2429229868575931,2.0,greenway,0.0,50.0
646,10000.0,0.6481960445642472,2.0,recreation,0.0,50.0
647,10000.0,0.6481960445642472,2.0,greenway,0.0,50.0
648,10000.0,0.2807568157091737,2.0,greenway,0.0,50.0
649,10000.0,0.7840116342529655,2.0,greenway,0.4,22.0
650,10000.0,0.2807568157091737,2.0,greenway,0.4,27.5
651,10000.0,0.2807568157091737,2.0,greenway,0.2,32.0
652,10000.0,0.7840116342529655,2.0,greenway,0.4,26.5
653,10000.0,0.7840116342529655,2.0,greenway,0.0,50.0
654,10000.0,0.6582315267995,2.0,recreation,0.2,25.0
655,10000.0,0.2623074136674404,2.0,recreation,0.2,28.0
656,10000.0,0.6582315267995,2.0,recreation,0.2,29.0
657,10000.0,0.6582315267995,2.0,recreation,0.2,27.0
658,10000.0,0.2623074136674404,2.0,recreation,0.0,50.0
659,10000.0,0.2623074136674404,2.0,recreation,0.2,32.0
660,10000.0,0.5591763157397509,2.0,greenway,0.0,50.0
661,10000.0,0.5521154491230846,2.0,greenway,0.2,28.0
662,10000.0,0.5591763157397509,2.0,sports,0.2,33.0
663,10000.0,0.5591763157397509,2.0,sports,0.0,50.0
664,10000.0,0.5521154491230846,2.0,greenway,0.4,23.5
665,10000.0,0.5521154491230846,2.0,sports,0.0,50.0
666,10000.0,0.4830853339284659,2.0,recreation,0.0,50.0
667,10000.0,0.4754307106137276,2.0,recreation,0.0,50.0
668,10000.0,0.4830853339284659,2.0,recreation,0.0,50.0
669,10000.0,0.4830853339284659,2.0,recreation,0.4,30.0
670,10000.0,0.4754307106137276,2.0,recreation,0.4,32.5
671,10000.0,0.4754307106137276,2.0,recreation,0.4,28.0
672,10000.0,0.46864186134189373,2.0,sports,0.0,50.0
673,10000.0,0.7223650313913823,2.0,sports,0.2,28.0
674,10000.0,0.46864186134189373,2.0,greenway,0.2,26.0
675,10000.0,0.46864186134189373,2.0,greenway,0.4,24.5
676,10000.0,0.7223650313913823,2.0,sports,0.4,27.5
677,10000.0,0.7223650313913823,2.0,greenway,0.2,28.0
678,10000.0,0.5454930169507861,2.0,sports,0.0,50.0
679,10000.0,0.34377632793039087,2.0,sports,0.4,28.5
680,10000.0,0.5454930169507861,2.0,sports,0.0,50.0
681,10000.0,0.5454930169507861,2.0,sports,0.2,29.0
682,10000.0,0.34377632793039087,2.0,sports,0.0,50.0
683,10000.0,0.34377632793039087,2.0,sports,0.2,29.0
684,10000.0,0.6730503812432289,2.0,greenway,0.2,25.0
685,10000.0,0.6170588076114656,2.0,greenway,0.0,50.0
686,10000.0,0.6730503812432289,2.0,greenway,0.2,25.0
687,10000.0,0.6730503812432289,2.0,greenway,0.0,50.0
688,10000.0,0.6170588076114656,2.0,greenway,0.2,29.0
689,10000.0,0.6170588076114656,2.0,greenway,0.2,27.0
690,10000.0,0.2940647639334202,2.0,recreation,0.2,25.0
691,10000.0,0.39286459516733885,2.0,recreation,0.2,26.0
692,10000.0,0.2940647639334202,2.0,recreation,0.2,25.0
693,10000.0,0.2940647639334202,2.0,recreation,0.2,31.0
694,10000.0,0.39286459516733885,2.0,recreation,0.2,29.0
695,10000.0,0.39286459516733885,2.0,recreation,0.2,25.0
696,10000.0,0.2563138354569674,2.0,greenway,0.2,33.0
697,10000.0,0.24774152562022211,2.0,greenway,0.2,28.0
698,10000.0,0.2563138354569674,2.0,recreation,0.4,30.5
699,10000.0,0.2563138354569674,2.0,recreation,0.0,50.0
700,10000.0,0.24774152562022211,2.0,greenway,0.2,23.0
701,10000.0,0.24774152562022211,2.0,recreation,0.2,30.0
702,10000.0,0.7858018483966589,2.0,recreation,0.2,22.0
703,10000.0,0.7810177078470588,2.0,recreation,0.0,50.0
704,10000.0,0.7858018483966589,2.0,sports,0.4,29.5
705,10000.0,0.7858018483966589,2.0,sports,0.4,31.5
706,10000.0,0.7810177078470588,2.0,recreation,0.0,50.0
707,10000.0,0.7810177078470588,2.0,sports,0.4,27.5
708,10000.0,0.5827415520325303,2.0,sports,0.4,33.0
709,10000.0,0.4890081152319909,2.0,sports,0.4,29.5
710,10000.0,0.5827415520325303,2.0,recreation,0.0,50.0
711,10000.0,0.5827415520325303,2.0,recreation,0.0,50.0
712,10000.0,0.4890081152319909,2.0,sports,0.0,50.0
713,10000.0,0.4890081152319909,2.0,recreation,0.2,28.0
714,10000.0,0.3563927920535207,2.0,sports,0.6,33.0
715,10000.0,0.5585148511454463,2.0,sports,0.0,50.0
716,10000.0,0.3563927920535207,2.0,greenway,0.6,26.0
717,10000.0,0.3563927920535207,2.0,greenway,0.4,27.0
718,10000.0,0.5585148511454463,2.0,sports,0.4,31.5
719,10000.0,0.5585148511454463,2.0,greenway,0.0,50.0
720,10000.0,0.41875922773033386,2.0,greenway,0.4,26.0
721,10000.0,0.43398903068155054,2.0,greenway,0.4,31.5
722,10000.0,0.41875922773033386,2.0,sports,0.0,50.0
723,10000.0,0.41875922773033386,2.0,sports,0.2,33.0
724,10000.0,0.43398903068155054,2.0,greenway,0.0,50.0
725,10000.0,0.43398903068155054,2.0,sports,0.2,38.0
726,10000.0,0.6421036230400206,2.0,recreation,0.2,28.0
727,10000.0,0.501005468517542,2.0,recreation,0.2,24.0
728,10000.0,0.6421036230400206,2.0,recreation,0.0,50.0
729,10000.0,0.6421036230400206,2.0,recreation,0.0,50.0
730,10000.0,0.501005468517542,2.0,recreation,0.0,50.0
731,10000.0,0.501005468517542,2.0,recreation,0.0,50.0
732,10000.0,0.7393301073461771,2.0,greenway,0.2,29.0
733,10000.0,0.22992025446146727,2.0,greenway,0.2,35.0
734,10000.0,0.7393301073461771,2.0,greenway,0.0,50.0
735,10000.0,0.7393301073461771,2.0,greenway,0.0,50.0
736,10000.0,0.22992025446146727,2.0,greenway,0.4,29.0
737,10000.0,0.22992025446146727,2.0,greenway,0.0,50.0
738,10000.0,0.21855705194175246,2.0,recreation,0.2,26.0
739,10000.0,0.761292201280594,2.0,recreation,0.2,25.0
740,10000.0,0.21855705194175246,2.0,recreation,0.2,32.0
741,10000.0,0.21855705194175246,2.0,recreation,0.2,35.0
742,10000.0,0.761292201280594,2.0,recreation,0.0,50.0
743,10000.0,0.761292201280594,2.0,recreation,0.2,23.0
744,10000.0,0.33079642951488497,2.0,sports,0.2,29.0
745,10000.0,0.597075747512281,2.0,sports,0.2,30.0
746,10000.0,0.33079642951488497,2.0,sports,0.2,35.0
747,10000.0,0.33079642951488497,2.0,sports,0.2,32.0
748,10000.0,0.597075747512281,2.0,sports,0.0,50.0
749,10000.0,0.597075747512281,2.0,sports,0.0,50.0
750,10000.0,0.7020901910960675,2.0,sports,0.0,50.0
751,10000.0,0.3753718309104443,2.0,sports,0.0,50.0
752,10000.0,0.7020901910960675,2.0,greenway,0.4,25.5
753,10000.0,0.7020901910960675,2.0,greenway,0.0,50.0
754,10000.0,0.3753718309104443,2.0,sports,0.4,33.0
755,10000.0,0.3753718309104443,2.0,greenway,0.0,50.0
756,10000.0,0.529343537054956,2.0,greenway,0.0,50.0
757,10000.0,0.6651841579005122,2.0,greenway,0.2,27.0
758,10000.0,0.529343537054956,2.0,recreation,0.0,50.0
759,10000.0,0.529343537054956,2.0,recreation,0.6,28.0
760,10000.0,0.6651841579005122,2.0,greenway,0.0,50.0
761,10000.0,0.6651841579005122,2.0,recreation,0.0,50.0
762,10000.0,0.45651984792202716,2.0,recreation,0.0,50.0
763,10000.0,0.28849968761205674,2.0,recreation,0.0,50.0
764,10000.0,0.45651984792202716,2.0,greenway,0.2,27.0
765,10000.0,0.45651984792202716,2.0,greenway,0.2,21.0
766,10000.0,0.28849968761205674,2.0,recreation,0.4,28.5
767,10000.0,0.28849968761205674,2.0,greenway,0.0,50.0
768,10000.0,0.45379779022187,2.0,sports,0.2,34.0
769,10000.0,0.6064253738150001,2.0,sports,0.0,50.0
770,10000.0,0.45379779022187,2.0,recreation,0.2,27.0
771,10000.0,0.45379779022187,2.0,recreation,0.2,27.0
772,10000.0,0.6064253738150001,2.0,sports,0.2,28.0
773,10000.0,0.6064253738150001,2.0,recreation,0.2,25.0
774,10000.0,0.5322143500670791,2.0,sports,0.0,50.0
775,10000.0,0.38472109958529477,2.0,sports,0.6,32.0
776,10000.0,0.5322143500670791,2.0,greenway,0.0,50.0
777,10000.0,0.5322143500670791,2.0,greenway,0.2,27.0
778,10000.0,0.38472109958529477,2.0,sports,0.0,50.0
779,10000.0,0.38472109958529477,2.0,greenway,0.2,29.0
780,10000.0,0.7039251707494261,2.0,greenway,0.2,22.0
781,10000.0,0.6558020232245327,2.0,greenway,0.2,32.0
782,10000.0,0.7039251707494261,2.0,sports,0.2,27.0
783,10000.0,0.7039251707494261,2.0,sports,0.0,50.0
784,10000.0,0.6558020232245327,2.0,greenway,0.2,30.0
785,10000.0,0.6558020232245327,2.0,sports,0.0,50.0
786,10000.0,0.3288126587867737,2.0,recreation,0.0,50.0
787,10000.0,0.2791173383593559,2.0,recreation,0.0,50.0
788,10000.0,0.3288126587867737,2.0,greenway,0.0,50.0
789,10000.0,0.3288126587867737,2.0,greenway,0.2,29.0
790,10000.0,0.2791173383593559,2.0,recreation,0.2,30.0
791,10000.0,0.2791173383593559,2.0,greenway,0.0,50.0
792,10000.0,0.21597933284938337,2.0,greenway,0.2,29.0
793,10000.0,0.44337377604097133,2.0,greenway,0.4,27.0
794,10000.0,0.21597933284938337,2.0,greenway,0.2,29.0
795,10000.0,0.21597933284938337,2.0,greenway,0.4,24.5
796,10000.0,0.44337377604097133,2.0,greenway,0.0,50.0
797,10000.0,0.44337377604097133,2.0,greenway,0.0,50.0
798,10000.0,0.7417590353637935,2.0,recreation,0.2,24.0
799,10000.0,0.5103905715048314,2.0,recreation,0.4,27.5
800,10000.0,0.7417590353637935,2.0,recreation,0.4,28.0
801,10000.0,0.7417590353637935,2.0,recreation,0.2,22.0
802,10000.0,0.5103905715048314,2.0,recreation,0.0,50.0
803,10000.0,0.5103905715048314,2.0,recreation,0.0,50.0
804,10000.0,0.6443804876878858,2.0,sports,0.2,25.0
805,10000.0,0.22057338189333678,2.0,sports,0.2,35.0
806,10000.0,0.6443804876878858,2.0,sports,0.0,50.0
807,10000.0,0.6443804876878858,2.0,sports,0.2,24.0
808,10000.0,0.22057338189333678,2.0,sports,0.0,50.0
809,10000.0,0.22057338189333678,2.0,sports,0.2,36.0
810,10000.0,0.4166311183944345,2.0,sports,0.0,50.0
811,10000.0,0.7519455432891846,2.0,sports,0.2,27.0
812,10000.0,0.4166311183944345,2.0,recreation,0.2,25.0
813,10000.0,0.4166311183944345,2.0,recreation,0.2,27.0
814,10000.0,0.7519455432891846,2.0,sports,0.2,20.0
815,10000.0,0.7519455432891846,2.0,recreation,0.2,22.0
816,10000.0,0.35822090525180106,2.0,greenway,0.0,50.0
817,10000.0,0.23835695907473564,2.0,greenway,0.0,50.0
818,10000.0,0.35822090525180106,2.0,recreation,0.2,27.0
819,10000.0,0.35822090525180106,2.0,recreation,0.2,30.0
820,10000.0,0.23835695907473564,2.0,greenway,0.2,29.0
821,10000.0,0.23835695907473564,2.0,recreation,0.2,29.0
822,10000.0,0.580769225396216,2.0,recreation,0.2,27.0
823,10000.0,0.7716334989294411,2.0,recreation,0.2,32.0
824,10000.0,0.580769225396216,2.0,greenway,0.4,27.5
825,10000.0,0.580769225396216,2.0,greenway,0.2,29.0
826,10000.0,0.7716334989294411,2.0,recreation,0.2,24.0
827,10000.0,0.7716334989294411,2.0,greenway,0.0,50.0
828,10000.0,0.783104967698455,2.0,greenway,0.2,30.0
829,10000.0,0.49835530966520314,2.0,greenway,0.0,50.0
830,10000.0,0.783104967698455,2.0,recreation,0.0,50.0
831,10000.0,0.783104967698455,2.0,recreation,0.2,27.0
832,10000.0,0.49835530966520314,2.0,greenway,0.2,29.0
833,10000.0,0.49835530966520314,2.0,recreation,0.2,26.0
834,10000.0,0.2591548938304186,2.0,recreation,0.4,27.5
835,10000.0,0.5678622601553798,2.0,recreation,0.0,50.0
836,10000.0,0.2591548938304186,2.0,sports,0.2,32.0
837,10000.0,0.2591548938304186,2.0,sports,0.4,28.0
838,10000.0,0.5678622601553798,2.0,recreation,0.2,30.0
839,10000.0,0.5678622601553798,2.0,sports,0.0,50.0
840,10000.0,0.2963301844894886,2.0,sports,0.0,50.0
841,10000.0,0.7130162991583349,2.0,sports,0.2,25.0
842,10000.0,0.2963301844894886,2.0,greenway,0.2,31.0
843,10000.0,0.2963301844894886,2.0,greenway,0.4,28.0
844,10000.0,0.7130162991583349,2.0,sports,0.2,29.0
845,10000.0,0.7130162991583349,2.0,greenway,0.4,23.0
846,10000.0,0.6709291383624078,2.0,sports,0.2,31.0
847,10000.0,0.3344272380694747,2.0,sports,0.2,30.0
848,10000.0,0.6709291383624078,2.0,recreation,0.2,26.0
849,10000.0,0.6709291383624078,2.0,recreation,0.2,26.0
850,10000.0,0.3344272380694747,2.0,sports,0.2,31.0
851,10000.0,0.3344272380694747,2.0,recreation,0.4,26.0
852,10000.0,0.5429450524970889,2.0,greenway,0.0,50.0
853,10000.0,0.6264416933059693,2.0,greenway,0.0,50.0
854,10000.0,0.5429450524970889,2.0,greenway,0.0,50.0
855,10000.0,0.5429450524970889,2.0,greenway,0.2,21.0
856,10000.0,0.6264416933059693,2.0,greenway,0.2,32.0
857,10000.0,0.6264416933059693,2.0,greenway,0.0,50.0
858,10000.0,0.4710456123575569,2.0,recreation,0.2,31.0
859,10000.0,0.4022472662851215,2.0,recreation,0.0,50.0
860,10000.0,0.4710456123575569,2.0,sports,0.0,50.0
861,10000.0,0.4710456123575569,2.0,sports,0.4,29.0
862,10000.0,0.4022472662851215,2.0,recreation,0.2,30.0
863,10000.0,0.4022472662851215,2.0,sports,0.0,50.0
864,10000.0,0.4858255591243506,2.0,greenway,0.0,50.0
865,10000.0,0.7933954497799278,2.0,greenway,0.0,50.0
866,10000.0,0.4858255591243506,2.0,sports,0.0,50.0
867,10000.0,0.4858255591243506,2.0,sports,0.0,50.0
868,10000.0,0.7933954497799278,2.0,greenway,0.0,50.0
869,10000.0,0.7933954497799278,2.0,sports,0.0,50.0
870,10000.0,0.5562873352319002,2.0,recreation,0.0,50.0
871,10000.0,0.2716914437711239,2.0,recreation,0.2,30.0
872,10000.0,0.5562873352319002,2.0,recreation,0.2,28.0
873,10000.0,0.5562873352319002,2.0,recreation,0.0,50.0
874,10000.0,0.2716914437711239,2.0,recreation,0.2,28.0
875,10000.0,0.2716914437711239,2.0,recreation,0.2,28.0
876,10000.0,0.6563780935481192,2.0,sports,0.0,50.0
877,10000.0,0.5427675036713482,2.0,sports,0.2,32.0
878,10000.0,0.6563780935481192,2.0,greenway,0.0,50.0
879,10000.0,0.6563780935481192,2.0,greenway,0.6,24.0
